order,partitions,mf_type,margin_percent,train_RMSE,train_MAE,train_MAPE,test_RMSE,test_MAE,test_MAPE,execution_time
2,9,trapezoidal,0.1,1859.0690762920915,1601.0478723404256,3186.0369660417505,2975.629975969609,1985.2861111111108,299.65015313289916,0.0042493343353271484
3,9,trapezoidal,0.1,1792.356556597325,1573.993939393939,3164.6659460516366,3062.819632390318,2078.858333333333,304.8391475109364,0.004607439041137695
2,15,bell,0.1,1568.1644634629636,1306.1542553191482,2724.6914174456956,3510.621712982854,2202.225,255.18345140498363,0.01594066619873047
2,15,triangular,0.1,1568.1644634629636,1306.1542553191482,2724.6914174456956,3510.621712982854,2202.225,255.18345140498363,0.005019664764404297
2,15,gaussian,0.1,1568.1644634629636,1306.1542553191482,2724.6914174456956,3510.621712982854,2202.225,255.18345140498363,0.016299009323120117
2,17,bell,0.1,1025.32453596047,766.7521276595742,1182.7058888570973,3615.541371864893,2012.766666666667,124.26197709903317,0.0166628360748291
2,17,triangular,0.1,1025.32453596047,766.7521276595742,1182.7058888570973,3615.541371864893,2012.766666666667,124.26197709903317,0.007666587829589844
2,17,gaussian,0.1,1025.32453596047,766.7521276595742,1182.7058888570973,3615.541371864893,2012.766666666667,124.26197709903317,0.015041112899780273
3,15,gaussian,0.1,1479.0610109156057,1274.8181818181813,2705.651220107946,3618.2988284091,2344.2416666666663,259.8391971317849,0.01878833770751953
3,15,bell,0.1,1479.0610109156057,1274.8181818181813,2705.651220107946,3618.2988284091,2344.2416666666663,259.8391971317849,0.0200040340423584
3,15,triangular,0.1,1479.0610109156057,1274.8181818181813,2705.651220107946,3618.2988284091,2344.2416666666663,259.8391971317849,0.02519679069519043
2,15,trapezoidal,0.1,2422.8207256041496,2190.6670212765953,5758.943413831109,3732.153710723431,2853.5316666666663,563.3234642721031,0.005463123321533203
2,13,triangular,0.1,1990.9812191747021,1829.1585106382981,4792.535123657813,3740.047199122849,2600.266666666667,464.76627289414074,0.0045239925384521484
2,13,gaussian,0.1,1990.9812191747021,1829.1585106382981,4792.535123657813,3740.047199122849,2600.266666666667,464.76627289414074,0.012516021728515625
2,13,bell,0.1,1990.9812191747021,1829.1585106382981,4792.535123657813,3740.047199122849,2600.266666666667,464.76627289414074,0.013865470886230469
4,9,trapezoidal,0.1,1757.2606014367946,1558.7849462365589,3111.389662813818,3811.9553150921456,2207.2999999999997,306.47939675030506,0.006262302398681641
3,15,trapezoidal,0.1,2376.766066515389,2122.079786096256,5712.425497349076,3858.511783982697,2916.9666666666667,561.7295283119671,0.006561279296875
5,13,bell,0.1,2085.280406473341,1912.0367567567564,4634.493820688837,3953.6429123446815,2778.1333333333337,462.01348515776897,0.024178028106689453
5,13,gaussian,0.1,2085.280406473341,1912.0367567567564,4634.493820688837,3953.6429123446815,2778.1333333333337,462.01348515776897,0.0253753662109375
5,13,triangular,0.1,2085.280406473341,1912.0367567567564,4634.493820688837,3953.6429123446815,2778.1333333333337,462.01348515776897,0.010279178619384766
2,17,trapezoidal,0.1,1682.532900336532,1526.1452440550684,3940.2824765848036,3972.33231712648,2579.336764705882,377.9906339958183,0.005308389663696289
3,13,gaussian,0.1,1969.9457425683331,1807.3957219251338,4755.8229561454455,3980.9475737567814,2718.4500000000003,463.93711764512807,0.027100563049316406
3,13,triangular,0.1,1969.9457425683331,1807.3957219251338,4755.8229561454455,3980.9475737567814,2718.4500000000003,463.93711764512807,0.011427164077758789
3,13,bell,0.1,1969.9457425683331,1807.3957219251338,4755.8229561454455,3980.9475737567814,2718.4500000000003,463.93711764512807,0.017898082733154297
4,13,triangular,0.1,1958.5224721658149,1790.1397849462367,4671.105818038423,4035.766499481026,2778.3916666666664,461.99150409550276,0.00597381591796875
4,13,gaussian,0.1,1958.5224721658149,1790.1397849462367,4671.105818038423,4035.766499481026,2778.3916666666664,461.99150409550276,0.018103599548339844
4,13,bell,0.1,1958.5224721658149,1790.1397849462367,4671.105818038423,4035.766499481026,2778.3916666666664,461.99150409550276,0.0302736759185791
3,17,trapezoidal,0.1,1589.0078608249266,1463.1674740484425,3907.186798246812,4041.6528994662012,2712.0303921568625,379.3829327679687,0.007465362548828125
3,11,trapezoidal,0.1,1732.1634412116873,1195.0381137579,908.4420407361941,4083.7852911923796,2358.577272727273,142.5415730425078,0.005638599395751953
1,13,triangular,0.1,2695.078993453138,2244.7788359788356,4822.750285271438,4095.7069766199506,3128.3333333333335,466.6006293967456,0.0046999454498291016
1,13,gaussian,0.1,2695.078993453138,2244.7788359788356,4822.750285271438,4095.7069766199506,3128.3333333333335,466.6006293967456,0.012847661972045898
1,13,bell,0.1,2695.078993453138,2244.7788359788356,4822.750285271438,4095.7069766199506,3128.3333333333335,466.6006293967456,0.010577201843261719
5,9,trapezoidal,0.1,1905.9254605795275,1644.6486486486483,3088.4939204682023,4099.039568786996,2464.147222222222,316.4761803136455,0.006518363952636719
3,17,bell,0.1,1052.2665796519466,813.4727272727271,1179.3541547977657,4133.34338177542,2146.1583333333333,135.8028246503366,0.021540403366088867
3,17,gaussian,0.1,1052.2665796519466,813.4727272727271,1179.3541547977657,4133.34338177542,2146.1583333333333,135.8028246503366,0.019520044326782227
