order,partitions,mf_type,margin_percent,train_RMSE,train_MAE,train_MAPE,test_RMSE,test_MAE,test_MAPE,execution_time
4,17,trapezoidal,0.1,0.04031575771177905,0.032474673233210176,7.732647183434764,0.046548929744519095,0.036178295601823535,6.200188417196091,0.03917837142944336
3,17,trapezoidal,0.1,0.04414619349227171,0.03621739181713042,8.139525462841645,0.05049729907384102,0.040091917437176466,6.530362579281499,0.03469443321228027
4,17,bell,0.1,0.044196070401578864,0.03557538562225188,8.81728496355518,0.056061546106668095,0.04355077620362501,7.626829113097794,0.11689209938049316
4,17,gaussian,0.1,0.044196070401578864,0.03557538562225188,8.81728496355518,0.056061546106668095,0.04355077620362501,7.626829113097794,0.11346960067749023
4,17,triangular,0.1,0.044196070401578864,0.03557538562225188,8.81728496355518,0.056061546106668095,0.04355077620362501,7.626829113097794,0.03969216346740723
5,17,trapezoidal,0.1,0.03985664110052429,0.03168993325522013,7.549482936067056,0.05638298913307841,0.04105963057017647,7.214079703644175,0.0557560920715332
2,17,bell,0.1,0.05305911087018823,0.04323577142239974,10.266777280950295,0.056961572495619804,0.046646673353312525,8.554958010199735,0.0864553451538086
2,17,triangular,0.1,0.05305911087018823,0.04323577142239974,10.266777280950295,0.056961572495619804,0.046646673353312525,8.554958010199735,0.02637314796447754
2,17,gaussian,0.1,0.05305911087018823,0.04323577142239974,10.266777280950295,0.056961572495619804,0.046646673353312525,8.554958010199735,0.07768917083740234
2,17,trapezoidal,0.1,0.050488457558049774,0.04128062614996315,10.324190915957939,0.05696920375438014,0.04565228970188235,8.189731986650663,0.0286409854888916
3,17,bell,0.1,0.048416334062512806,0.03988837908257529,9.777259627242163,0.05748374173653018,0.046617307677500025,8.225014734785272,0.09114480018615723
3,17,gaussian,0.1,0.048416334062512806,0.03988837908257529,9.777259627242163,0.05748374173653018,0.046617307677500025,8.225014734785272,0.09097933769226074
3,17,triangular,0.1,0.048416334062512806,0.03988837908257529,9.777259627242163,0.05748374173653018,0.046617307677500025,8.225014734785272,0.05059313774108887
3,15,triangular,0.1,0.054880508462359825,0.04455687357363327,11.244754531505523,0.05791682681273031,0.04775395950828571,9.756969181981077,0.027605295181274414
3,15,bell,0.1,0.054880508462359825,0.04455687357363327,11.244754531505523,0.05791682681273031,0.04775395950828571,9.756969181981077,0.08811116218566895
3,15,gaussian,0.1,0.054880508462359825,0.04455687357363327,11.244754531505523,0.05791682681273031,0.04775395950828571,9.756969181981077,0.07994341850280762
4,15,gaussian,0.1,0.05243449985778038,0.04195491469260588,10.914011022390243,0.05873733749858606,0.04663913952985713,9.671367407512083,0.09306526184082031
4,15,triangular,0.1,0.05243449985778038,0.04195491469260588,10.914011022390243,0.05873733749858606,0.04663913952985713,9.671367407512083,0.035686492919921875
4,15,bell,0.1,0.05243449985778038,0.04195491469260588,10.914011022390243,0.05873733749858606,0.04663913952985713,9.671367407512083,0.10828256607055664
2,15,triangular,0.1,0.05850605149002457,0.04709498197380952,11.647303023246206,0.05990358508355507,0.050198260811785717,10.182072074599677,0.025213003158569336
2,15,bell,0.1,0.05850605149002457,0.04709498197380952,11.647303023246206,0.05990358508355507,0.050198260811785717,10.182072074599677,0.07218408584594727
2,15,gaussian,0.1,0.05850605149002457,0.04709498197380952,11.647303023246206,0.05990358508355507,0.050198260811785717,10.182072074599677,0.06118941307067871
1,15,gaussian,0.1,0.059763363935485606,0.04829142163193277,11.66443114221011,0.06080912983455908,0.05078049489764286,10.316575872546224,0.05452322959899902
1,15,triangular,0.1,0.059763363935485606,0.04829142163193277,11.66443114221011,0.06080912983455908,0.05078049489764286,10.316575872546224,0.021954059600830078
1,15,bell,0.1,0.059763363935485606,0.04829142163193277,11.66443114221011,0.06080912983455908,0.05078049489764286,10.316575872546224,0.05486917495727539
3,15,trapezoidal,0.1,0.048760292126829495,0.03997718293297364,9.322320294768042,0.06094100124679452,0.05034794399019999,7.96813454073594,0.04044508934020996
1,17,bell,0.1,0.05914424138885853,0.04807328922534418,11.280649443847189,0.06108382730449284,0.049480422369625,9.062591269541176,0.06576776504516602
1,17,gaussian,0.1,0.05914424138885853,0.04807328922534418,11.280649443847189,0.06108382730449284,0.049480422369625,9.062591269541176,0.05353379249572754
1,17,triangular,0.1,0.05914424138885853,0.04807328922534418,11.280649443847189,0.06108382730449284,0.049480422369625,9.062591269541176,0.027011632919311523
5,15,bell,0.1,0.05078149163518811,0.03992186633638814,10.42872510694261,0.061089419697318605,0.04652349245828571,9.424743970503043,0.12412405014038086
5,15,gaussian,0.1,0.05078149163518811,0.03992186633638814,10.42872510694261,0.061089419697318605,0.04652349245828571,9.424743970503043,0.11527729034423828
5,15,triangular,0.1,0.05078149163518811,0.03992186633638814,10.42872510694261,0.061089419697318605,0.04652349245828571,9.424743970503043,0.04302096366882324
1,17,trapezoidal,0.1,0.05617602821806583,0.04559642073972613,11.306827993656029,0.061352178466579615,0.048387546894176466,8.707087038383442,0.029136180877685547
4,15,trapezoidal,0.1,0.04471054316745954,0.03550629306512563,8.441478268549226,0.061815932266413354,0.04776210403720001,7.417209422775837,0.03685402870178223
5,17,gaussian,0.1,0.042553215482393054,0.03345591942245282,8.37376739604672,0.06438572324164459,0.047477216977125015,7.956750013795857,0.14970755577087402
5,17,bell,0.1,0.042553215482393054,0.03345591942245282,8.37376739604672,0.06438572324164459,0.047477216977125015,7.956750013795857,0.1611497402191162
5,17,triangular,0.1,0.042553215482393054,0.03345591942245282,8.37376739604672,0.06438572324164459,0.047477216977125015,7.956750013795857,0.06087088584899902
