order,partitions,mf_type,margin_percent,train_RMSE,train_MAE,train_MAPE,test_RMSE,test_MAE,test_MAPE,execution_time
1,9,gaussian,0.1,11496.012396578866,9517.017989417991,18.077005388922935,9284.725845973904,7695.288541666668,11.159490537825185,0.008655309677124023
1,9,bell,0.1,11496.012396578866,9517.017989417991,18.077005388922935,9284.725845973904,7695.288541666668,11.159490537825185,0.009752035140991211
1,9,triangular,0.1,11496.012396578866,9517.017989417991,18.077005388922935,9284.725845973904,7695.288541666668,11.159490537825185,0.0036284923553466797
1,9,trapezoidal,0.1,9654.664401458565,7390.564550264548,11.8923676996699,9440.574673676345,7503.480555555554,9.56427355697288,0.0036859512329101562
1,13,trapezoidal,0.1,9928.29852848436,7646.095075295073,12.60896081068434,9616.759822258555,6973.777884615382,8.33272726681499,0.0035331249237060547
2,9,triangular,0.1,11414.197612641263,9368.417287234044,18.03840124769894,9718.267433325656,8350.5609375,11.919627369128477,0.0038161277770996094
2,9,bell,0.1,11414.197612641263,9368.417287234044,18.03840124769894,9718.267433325656,8350.5609375,11.919627369128477,0.022202014923095703
2,9,gaussian,0.1,11414.197612641263,9368.417287234044,18.03840124769894,9718.267433325656,8350.5609375,11.919627369128477,0.009627580642700195
3,13,bell,0.1,6934.216061813459,5357.513101604277,9.349457307259355,9730.138828333635,7524.056250000001,9.243200842034865,0.022255420684814453
3,13,triangular,0.1,6934.216061813459,5357.513101604277,9.349457307259355,9730.138828333635,7524.056250000001,9.243200842034865,0.0062847137451171875
3,13,gaussian,0.1,6934.216061813459,5357.513101604277,9.349457307259355,9730.138828333635,7524.056250000001,9.243200842034865,0.0296785831451416
3,17,trapezoidal,0.1,5882.098275582344,4427.560899653979,7.508651597964741,9736.468693255885,6447.182843137252,7.130904027713179,0.007891654968261719
2,17,trapezoidal,0.1,6419.973366497813,4931.737296620775,8.30166210556458,9856.013850661091,7276.813235294115,8.341158011098946,0.005619525909423828
2,9,trapezoidal,0.1,9489.353675934626,7302.1237588652475,11.956199266339073,9870.710072116279,7989.959722222222,10.152455835830848,0.0040128231048583984
1,17,trapezoidal,0.1,8417.132704680951,6125.184500466852,9.358475945608264,9880.953486919836,6908.570833333332,7.537056936160915,0.00528717041015625
1,13,triangular,0.1,9946.095215068852,7566.735449735446,11.547702563607535,10023.38059525611,7607.507812499999,9.256110844371763,0.008159637451171875
1,13,bell,0.1,9946.095215068852,7566.735449735446,11.547702563607535,10023.38059525611,7607.507812499999,9.256110844371763,0.013122320175170898
1,13,gaussian,0.1,9946.095215068852,7566.735449735446,11.547702563607535,10023.38059525611,7607.507812499999,9.256110844371763,0.008433818817138672
2,15,gaussian,0.1,7263.551424289938,5438.494072948327,8.871310957283347,10130.6750042489,7893.555059523809,9.010863935100486,0.014467000961303711
2,15,triangular,0.1,7263.551424289938,5438.494072948327,8.871310957283347,10130.6750042489,7893.555059523809,9.010863935100486,0.005041599273681641
2,15,bell,0.1,7263.551424289938,5438.494072948327,8.871310957283347,10130.6750042489,7893.555059523809,9.010863935100486,0.015287637710571289
3,13,trapezoidal,0.1,7260.997747517344,5571.625545043194,10.730513018654579,10458.531525315857,8353.459935897436,9.874961111731013,0.007246494293212891
3,11,gaussian,0.1,7576.405710942076,6001.6074866310155,11.342942987637777,10485.472766597522,8327.13875,10.498178134623338,0.014550209045410156
3,11,triangular,0.1,7576.405710942076,6001.6074866310155,11.342942987637777,10485.472766597522,8327.13875,10.498178134623338,0.005280494689941406
3,11,bell,0.1,7576.405710942076,6001.6074866310155,11.342942987637777,10485.472766597522,8327.13875,10.498178134623338,0.01476907730102539
1,15,trapezoidal,0.1,8550.57589115654,6282.106137566136,9.732141063488262,10579.58205729634,8012.751666666666,9.601127624356867,0.004181861877441406
1,17,gaussian,0.1,7642.8217587005265,5516.021626984128,8.19588628268196,10803.311820061605,8359.791927083335,9.77442199026864,0.012409687042236328
1,17,triangular,0.1,7642.8217587005265,5516.021626984128,8.19588628268196,10803.311820061605,8359.791927083335,9.77442199026864,0.003741025924682617
1,17,bell,0.1,7642.8217587005265,5516.021626984128,8.19588628268196,10803.311820061605,8359.791927083335,9.77442199026864,0.012356996536254883
1,11,gaussian,0.1,10074.536479109915,7975.668465608464,13.28665296688634,11058.705858432682,8836.609166666667,10.711447142167236,0.009517192840576172
1,11,triangular,0.1,10074.536479109915,7975.668465608464,13.28665296688634,11058.705858432682,8836.609166666667,10.711447142167236,0.00413203239440918
1,11,bell,0.1,10074.536479109915,7975.668465608464,13.28665296688634,11058.705858432682,8836.609166666667,10.711447142167236,0.012662887573242188
2,11,bell,0.1,8823.140493790515,6969.303404255319,12.210824878774302,11120.377597615934,8524.147083333333,10.359526614572374,0.02165985107421875
2,11,triangular,0.1,8823.140493790515,6969.303404255319,12.210824878774302,11120.377597615934,8524.147083333333,10.359526614572374,0.006688833236694336
2,11,gaussian,0.1,8823.140493790515,6969.303404255319,12.210824878774302,11120.377597615934,8524.147083333333,10.359526614572374,0.012494087219238281
4,17,trapezoidal,0.1,5451.286180490933,4020.986654016445,7.046326615028639,11121.959953670466,7613.13284313725,8.232352793547584,0.01194310188293457
4,13,trapezoidal,0.1,6106.390790866882,4860.454342431762,9.90497968893291,11157.551086466969,8653.424679487178,10.235785017077621,0.012559175491333008
3,17,bell,0.1,6142.505125534839,4475.992045454546,7.391704189859522,11182.860662850966,8227.555729166666,9.77296827156417,0.023138999938964844
3,17,gaussian,0.1,6142.505125534839,4475.992045454546,7.391704189859522,11182.860662850966,8227.555729166666,9.77296827156417,0.020598173141479492
