order,partitions,mf_type,margin_percent,train_RMSE,train_MAE,train_MAPE,test_RMSE,test_MAE,test_MAPE,execution_time
1,11,trapezoidal,0.1,372.1851858842827,232.37229437229436,206.59643137603553,371.37574613985856,273.0590909090909,101.36380246830896,0.0033130645751953125
1,13,bell,0.1,432.16357279483157,362.70405643738985,873.6836180844139,405.0039894636611,337.5055555555554,254.6613566079258,0.008799076080322266
1,13,gaussian,0.1,432.16357279483157,362.70405643738985,873.6836180844139,405.0039894636611,337.5055555555554,254.6613566079258,0.009211540222167969
1,13,triangular,0.1,432.16357279483157,362.70405643738985,873.6836180844139,405.0039894636611,337.5055555555554,254.6613566079258,0.003650188446044922
1,17,triangular,0.1,292.8384100345008,179.6444444444445,226.31306477053948,430.9802557349157,296.8541666666667,84.83452810521217,0.0037641525268554688
1,17,gaussian,0.1,292.8384100345008,179.6444444444445,226.31306477053948,430.9802557349157,296.8541666666667,84.83452810521217,0.012495040893554688
1,17,bell,0.1,292.8384100345008,179.6444444444445,226.31306477053948,430.9802557349157,296.8541666666667,84.83452810521217,0.011878728866577148
1,17,trapezoidal,0.1,358.05898594149124,291.49816370992835,710.6548817698963,433.5491072361197,330.30980392156863,203.75473705979036,0.0042116641998291016
1,15,triangular,0.1,307.3418185655077,233.77142857142863,485.6093979698967,440.95342535616317,312.71666666666664,138.92417757737138,0.003572225570678711
1,15,gaussian,0.1,307.3418185655077,233.77142857142863,485.6093979698967,440.95342535616317,312.71666666666664,138.92417757737138,0.009176492691040039
1,15,bell,0.1,307.3418185655077,233.77142857142863,485.6093979698967,440.95342535616317,312.71666666666664,138.92417757737138,0.00983285903930664
1,15,trapezoidal,0.1,442.71956945307903,409.84677248677247,1059.5356898171844,441.3441718205872,382.66333333333336,308.0262539832324,0.0033884048461914062
1,9,trapezoidal,0.1,426.13491930756254,310.38024691358027,578.8721764478435,450.70276195030107,336.8055555555557,170.5408672976971,0.002907991409301758
1,11,bell,0.1,614.7989236770812,574.2395767195768,1434.0205784308548,500.0277289644381,437.41000000000014,420.26992656829174,0.009358406066894531
1,11,gaussian,0.1,614.7989236770812,574.2395767195768,1434.0205784308548,500.0277289644381,437.41000000000014,420.26992656829174,0.007032632827758789
1,11,triangular,0.1,614.7989236770812,574.2395767195768,1434.0205784308548,500.0277289644381,437.41000000000014,420.26992656829174,0.003180980682373047
1,7,trapezoidal,0.1,566.1062296781614,517.5767195767196,1274.1241002632662,531.1540297628678,476.38333333333344,380.67358295766843,0.003173828125
2,7,trapezoidal,0.1,561.1122781791576,513.7202127659576,1275.1014013474532,595.2614579605615,508.6416666666667,382.452971940765,0.007035493850708008
1,13,trapezoidal,0.1,613.1757639242393,589.1988603988605,1519.9465447248704,616.290182633997,538.7057692307693,450.12913815245304,0.003668069839477539
3,17,trapezoidal,0.1,256.80979429555686,237.31374646115125,710.8721514523772,630.745414463082,453.392156862745,207.90409660346992,0.00654149055480957
1,7,gaussian,0.1,750.8379888515535,722.0634920634922,1807.6214615962651,631.8235750587343,560.1333333333333,534.8632937471983,0.005809307098388672
2,7,gaussian,0.1,743.8633664002687,714.1946808510638,1808.480781628085,631.8235750587343,560.1333333333333,534.8632937471983,0.01775050163269043
2,7,triangular,0.1,743.8633664002687,714.1946808510638,1808.480781628085,631.8235750587343,560.1333333333333,534.8632937471983,0.0034248828887939453
1,7,bell,0.1,750.8379888515535,722.0634920634922,1807.6214615962651,631.8235750587343,560.1333333333333,534.8632937471983,0.005671262741088867
2,7,bell,0.1,743.8633664002687,714.1946808510638,1808.480781628085,631.8235750587343,560.1333333333333,534.8632937471983,0.010478973388671875
1,7,triangular,0.1,750.8379888515535,722.0634920634922,1807.6214615962651,631.8235750587343,560.1333333333333,534.8632937471983,0.003289461135864258
1,5,triangular,0.1,517.0794877132109,399.7185185185187,876.757495146337,636.2134259298002,527.95,280.6227608350119,0.0031845569610595703
1,5,gaussian,0.1,517.0794877132109,399.7185185185187,876.757495146337,636.2134259298002,527.95,280.6227608350119,0.0047228336334228516
1,5,bell,0.1,517.0794877132109,399.7185185185187,876.757495146337,636.2134259298002,527.95,280.6227608350119,0.006076812744140625
2,5,triangular,0.1,523.8060772802705,405.02021276595764,879.1087465980607,652.7216583914873,545.3000000000001,288.47343956804366,0.0031464099884033203
2,5,bell,0.1,523.8060772802705,405.02021276595764,879.1087465980607,652.7216583914873,545.3000000000001,288.47343956804366,0.0063745975494384766
